"交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名","起点側／接続区分","起点側／接続路線等／交通調査基本区間番号","起点側／接続路線等／世代管理番号（十の位）","起点側／接続路線等／路線名等","起点側／備考","終点側／接続区分","終点側／接続路線等／交通調査基本区間番号","終点側／接続路線等／世代管理番号（十の位）","終点側／接続路線等／路線名等","終点側／備考","現道旧道区分","管理区分","市区町村コード","自動車専用道路の別","区間種別","分離区間／分離区分","分離区間／交通調査基本区間番号","区間延長（ｋｍ）","高規格道路の別","一般国道指定区間","一方通行フラグ","平成２２年度／交通調査基本区間番号","交通量調査単位区間番号／都道府県指定市コード","交通量調査単位区間番号／調査単位区間番号","観測地点交通調査基本区間番号","交通量観測地点地名／市郡区町村丁字目","平成２７年度調査交通量観測・非観測の別","個別調査観測値活用の別","１２・２４時間観測の別","交通量観測年月日","昼間１２時間自動車類交通量（上下合計）／小型車（台）","昼間１２時間自動車類交通量（上下合計）／大型車（台）","昼間１２時間自動車類交通量（上下合計）／合計（台）","２４時間自動車類交通量（上下合計）／小型車（台）","２４時間自動車類交通量（上下合計）／大型車（台）","２４時間自動車類交通量（上下合計）／合計（台）","昼夜率","昼間１２時間ピーク比率（％）","昼間１２時間大型車混入率（％）","混雑度","平成２２年度／交通量調査／都道府県指定市コード","平成２２年度／交通量調査／調査単位区間番号","平成２２年度／昼間１２時間自動車類交通量（台）","平成２２年度／２４時間自動車類交通量（台）","旅行速度調査単位区間番号／都道府県指定市コード","旅行速度調査単位区間番号／調査単位区間番号","混雑時／上り／旅行速度計測・非計測の別","混雑時／上り／旅行速度（ｋｍ／ｈ）","混雑時／下り／旅行速度計測・非計測の別","混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／上り／旅行速度計測・非計測の別","昼間非混雑時／上り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／下り／旅行速度計測・非計測の別","昼間非混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）","平成２２年度／旅行速度調査／都道府県指定市コード","平成２２年度／旅行速度調査／調査単位区間番号","平成２２年度／旅行速度／混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／混雑時／下り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／下り（ｋｍ／ｈ）","道路状況調査単位区間番号／都道府県指定市コード","道路状況調査単位区間番号／調査単位区間番号","区間延長／改良済み区間率（％）","区間延長／５．５ｍ以上改良済み区間率（％）","幅員構成／道路部幅員（ｍ）","幅員構成／車道部幅員（ｍ）","幅員構成／車道幅員（ｍ）","幅員構成／中央帯幅員（ｍ）","幅員構成／歩道幅員／上り（ｍ）","幅員構成／歩道幅員／下り（ｍ）","幅員構成／自転車道幅員／上り（ｍ）","幅員構成／自転車道幅員／下り（ｍ）","幅員構成／停車帯等幅員／上り（ｍ）","幅員構成／停車帯等幅員／下り（ｍ）","車線数","交通安全施設等／歩道設置率（％）","交通安全施設等／自転車歩行者道設置率（％）","交通安全施設等／自転車道設置率（％）","交通安全施設等／自転車レーン設置率（％）","交通安全施設等／両側歩道設置率（％）","交通安全施設等／両側自転車歩行者道設置率（％）","交通安全施設等／両側自転車道設置率（％）","交通安全施設等／両側自転車レーン設置率（％）","交通安全施設等／歩道代表幅員（ｍ）","交通安全施設等／自転車道代表幅員（ｍ）","バス路線／バス路線延長率（％）","バス路線／バス優先・専用レーンの有無","交差点密度／信号交差点（箇所／ｋｍ）","交差点密度／信号のない交差点（箇所／ｋｍ）","代表信号交差点／青時間比（％）","代表信号交差点／右折専用車線の有無等","鉄道との平面交差箇所の有無","指定最高速度（ｋｍ／ｈ）","付加車線及び登坂車線設置箇所の有無／上り","付加車線及び登坂車線設置箇所の有無／下り","代表沿道状況","中央分離帯／中央分離帯の種類","中央分離帯／中央分離帯の設置状況","軌道の有無","自転車通行可能区分","異常気象時等通行規制区分","リバーシブルレーン運用の有無","アクセスコントロール","平成２２年度／道路状況調査／都道府県指定市コード","平成２２年度／道路状況調査／調査単位区間番号","交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名"
"17400220300","0","0",4,22,"主要地方道金沢小松線",1,"17300080570","0","一般国道８号","",1,"17303050060","0","一般国道３０５号","",1,2,17203,0,0,0,"","3.2",0,0,0,"17400220300",17000,40720,"17400220300","小松市北浅井町",1,0,1,20151006,7590,366,7956,9448,1213,10661,"1.34","9.8","4.6",".72",17000,40690,7396,9245,17000,41860,1,"26.4",1,"28.6",1,"29.4",1,"28.6","28.2","28.6",17000,40670,36.2,32.1,37.4,33.3,17000,40880,100.0,100.0,14.75,9.00,"7.50",".00",3.25,2.50,.00,.00,3.50,.00,2,93.8,.0,.0,.0,37.5,.0,.0,.0,2.50,.00,18.8,3,3.1,6.3,,,2,40,2,2,3,8,,4,2,1,2,4,17000,40820,"17400220300","0","0",4,22,"主要地方道金沢小松線"
"17400220320","0","0",4,22,"主要地方道金沢小松線",1,"17400220060","0","主要地方道金沢小松線","",1,"17601930010","0","一般県道窪野々市線","",1,2,17201,0,0,0,"",".8",0,0,0,"17400220320",17000,40730,"17400220330","金沢市有松５丁目",1,0,2,20151006,11026,400,11426,14100,464,14564,"1.27","10.4","3.5",".39",17000,40700,12248,15972,17000,41870,1,"17.6",1,"20.2",1,"18.1",1,"24.3","17.9","22.5",17000,40680,23.0,20.8,25.3,27.5,17000,40890,100.0,100.0,25.00,17.00,"12.50","2.60",4.00,4.00,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.00,.00,100.0,3,4.4,4.4,64,1,2,60,2,2,1,5,1,4,1,1,2,4,17000,40830,"17400220320","0","0",4,22,"主要地方道金沢小松線"
"17400220330","0","0",4,22,"主要地方道金沢小松線",1,"17601930010","0","一般県道窪野々市線","",2,"17800240010","0","市道有松四十万線","",1,2,17201,0,0,0,"","1.2",0,0,0,"17400220330",17000,40730,"17400220330","金沢市有松５丁目",1,0,2,20151006,11026,400,11426,14100,464,14564,"1.27","10.4","3.5",".39",17000,40700,12248,15972,17000,41880,1,"28.6",1,"27.7",1,"32.2",1,"29.4","30.9","28.7",17000,40680,23.0,20.8,25.3,27.5,17000,40890,100.0,100.0,25.00,17.00,"12.50","2.60",4.00,4.00,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.00,.00,100.0,3,4.4,4.4,64,1,2,60,2,2,1,5,1,4,1,1,2,4,17000,40830,"17400220330","0","0",4,22,"主要地方道金沢小松線"
"17400220340","0","0",4,22,"主要地方道金沢小松線",2,"17800240010","0","市道有松四十万線","",1,"17301570040","0","一般国道１５７号","",1,2,17201,0,0,0,"",".5",0,0,0,"17400220340",17000,40730,"17400220330","金沢市有松５丁目",1,0,2,20151006,11026,400,11426,14100,464,14564,"1.27","10.4","3.5",".39",17000,40700,12248,15972,17000,41890,1,"19.4",1,"12.9",1,"22.3",1,"19.5","21.2","16.2",17000,40680,23.0,20.8,25.3,27.5,17000,40890,100.0,100.0,25.00,17.00,"12.50","2.60",4.00,4.00,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.00,.00,100.0,3,4.4,4.4,64,1,2,60,2,2,1,5,1,4,1,1,2,4,17000,40830,"17400220340","0","0",4,22,"主要地方道金沢小松線"
"17400220380","0","0",4,22,"主要地方道金沢小松線",2,"17400080010","0","主要地方道松任宇ノ気線","",1,"17400580030","0","主要地方道鶴来美川インター線","",1,2,17210,0,0,0,"","1.2",0,0,0,"17400220380",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".31",17000,40710,2232,2790,17000,41910,1,"36.4",1,"41.5",1,"38.5",1,"35.4","37.5","38.3",17000,40700,33.7,36.9,33.7,36.9,17000,40900,100.0,100.0,16.00,9.50,"7.50",".00",3.50,3.00,.00,.00,.00,.00,2,70.0,.0,.0,.0,52.0,.0,.0,.0,3.25,.00,26.0,3,1.2,2.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40850,"17400220380","0","0",4,22,"主要地方道金沢小松線"
"17400220390","0","0",4,22,"主要地方道金沢小松線",1,"17400580030","0","主要地方道鶴来美川インター線","",1,"17400220170","0","主要地方道金沢小松線","",1,2,17210,0,0,0,"","1.0",0,0,0,"17400220390",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".31",17000,40710,2232,2790,17000,41920,1,"26.2",1,"18.9",1,"35.6",1,"34.3","30.3","24.2",17000,40700,33.7,36.9,33.7,36.9,17000,40900,100.0,100.0,16.00,9.50,"7.50",".00",3.50,3.00,.00,.00,.00,.00,2,70.0,.0,.0,.0,52.0,.0,.0,.0,3.25,.00,26.0,3,1.2,2.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40850,"17400220390","0","0",4,22,"主要地方道金沢小松線"
"17400220400","0","0",4,22,"主要地方道金沢小松線",1,"17400220170","0","主要地方道金沢小松線","",1,"17601880030","0","一般県道三反田松任線","",1,2,17210,0,0,0,"",".3",0,0,0,"17400220400",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".31",17000,40710,2232,2790,17000,41930,1,"7.0",1,"17.1",1,"13.4",1,"26.4","9.3","20.6",17000,40700,33.7,36.9,33.7,36.9,17000,40900,100.0,100.0,16.00,9.50,"7.50",".00",3.50,3.00,.00,.00,.00,.00,2,70.0,.0,.0,.0,52.0,.0,.0,.0,3.25,.00,26.0,3,1.2,2.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40850,"17400220400","0","0",4,22,"主要地方道金沢小松線"
"17400220410","0","0",4,22,"主要地方道金沢小松線",1,"17601880030","0","一般県道三反田松任線","",2,"17400580050","0","主要地方道鶴来美川インター線","",1,2,17210,0,0,0,"","1.4",0,0,0,"17400220410",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".31",17000,40710,2232,2790,17000,41940,1,"37.0",1,"41.7",1,"42.9",1,"46.7","39.8","44.0",17000,40700,33.7,36.9,33.7,36.9,17000,40900,100.0,100.0,16.00,9.50,"7.50",".00",3.50,3.00,.00,.00,.00,.00,2,70.0,.0,.0,.0,52.0,.0,.0,.0,3.25,.00,26.0,3,1.2,2.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40850,"17400220410","0","0",4,22,"主要地方道金沢小松線"
"17400220420","0","0",4,22,"主要地方道金沢小松線",2,"17400580050","0","主要地方道鶴来美川インター線","",6,"","","白山市・川北町境","",1,2,17210,0,0,0,"","1.1",0,0,0,"17400220420",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".31",17000,40710,2232,2790,17000,41950,1,"44.4",1,"49.7",1,"50.2",1,"53.8","47.2","51.6",17000,40700,33.7,36.9,33.7,36.9,17000,40900,100.0,100.0,16.00,9.50,"7.50",".00",3.50,3.00,.00,.00,.00,.00,2,70.0,.0,.0,.0,52.0,.0,.0,.0,3.25,.00,26.0,3,1.2,2.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40850,"17400220420","0","0",4,22,"主要地方道金沢小松線"
"17400220430","0","0",4,22,"主要地方道金沢小松線",6,"","","白山市・川北町境","",2,"17601030130","0","一般県道鶴来水島美川線","",1,2,17324,0,0,0,"",".6",0,0,0,"17400220430",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".33",17000,40710,2232,2790,17000,41960,1,"38.7",1,"27.3",1,"35.1",1,"34.3","36.8","30.3",17000,40700,33.7,36.9,33.7,36.9,17000,40910,100.0,81.8,15.00,10.00,"7.25",".00",3.25,1.75,.00,.00,.00,.00,2,77.3,.0,.0,.0,9.1,.0,.0,.0,3.75,.00,40.9,3,2.7,8.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40860,"17400220430","0","0",4,22,"主要地方道金沢小松線"
"17400220440","0","0",4,22,"主要地方道金沢小松線",2,"17601030130","0","一般県道鶴来水島美川線","",1,"17601030110","0","一般県道鶴来水島美川線","",1,2,17324,0,0,0,"",".8",0,0,0,"17400220440",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".33",17000,40710,2232,2790,17000,41970,1,"39.9",1,"33.1",1,"44.0",1,"37.9","41.9","35.3",17000,40700,33.7,36.9,33.7,36.9,17000,40910,100.0,81.8,15.00,10.00,"7.25",".00",3.25,1.75,.00,.00,.00,.00,2,77.3,.0,.0,.0,9.1,.0,.0,.0,3.75,.00,40.9,3,2.7,8.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40860,"17400220440","0","0",4,22,"主要地方道金沢小松線"
"17400220450","0","0",4,22,"主要地方道金沢小松線",1,"17601030110","0","一般県道鶴来水島美川線","",6,"","","川北町・能美市境","",1,2,17324,0,0,0,"",".8",0,0,0,"17400220450",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".33",17000,40710,2232,2790,17000,41980,1,"45.2",1,"37.7",1,"38.8",1,"46.3","41.7","41.4",17000,40700,33.7,36.9,33.7,36.9,17000,40910,100.0,81.8,15.00,10.00,"7.25",".00",3.25,1.75,.00,.00,.00,.00,2,77.3,.0,.0,.0,9.1,.0,.0,.0,3.75,.00,40.9,3,2.7,8.2,,,2,50,2,2,4,8,,4,2,1,2,4,17000,40860,"17400220450","0","0",4,22,"主要地方道金沢小松線"
"17400220460","0","0",4,22,"主要地方道金沢小松線",6,"","","川北町・能美市境","",1,"17400040090","0","主要地方道小松鶴来線","",1,2,17211,0,0,0,"","1.1",0,0,0,"17400220460",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".39",17000,40710,2232,2790,17000,41990,1,"24.4",1,"23.0",1,"28.2",1,"29.6","26.2","25.8",17000,40700,33.7,36.9,33.7,36.9,17000,40920,100.0,88.0,16.00,9.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,84.0,.0,.0,.0,60.0,.0,.0,.0,3.50,.00,100.0,3,1.6,6.0,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40870,"17400220460","0","0",4,22,"主要地方道金沢小松線"
"17400220470","0","0",4,22,"主要地方道金沢小松線",1,"17400040090","0","主要地方道小松鶴来線","",1,"17400220220","0","主要地方道金沢小松線","",1,2,17211,0,0,0,"","1.4",0,0,0,"17400220470",17000,40740,"","",2,0,0,,2126,133,2259,2559,242,2801,"1.24","13.1","5.9",".39",17000,40710,2232,2790,17000,42000,1,"24.9",1,"23.5",1,"22.8",1,"24.1","23.8","23.8",17000,40700,33.7,36.9,33.7,36.9,17000,40920,100.0,88.0,16.00,9.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,84.0,.0,.0,.0,60.0,.0,.0,.0,3.50,.00,100.0,3,1.6,6.0,,,2,50,2,2,3,8,,4,2,1,2,4,17000,40870,"17400220470","0","0",4,22,"主要地方道金沢小松線"
"17400230010","0","0",4,23,"主要地方道富来中島線",1,"17302490560","0","一般国道２４９号","",1,"17400510090","0","主要地方道輪島富来線","",1,2,17384,0,0,0,"","2.5",0,0,0,"17400230010",17000,40750,"17400230010","羽咋郡志賀町富来高田",1,0,1,20151006,1431,85,1516,1781,220,2001,"1.32","11.3","5.6",".21",17000,40720,1244,1555,17000,42010,1,"33.0",1,"38.6",1,"33.5",1,"38.6","33.3","38.6",17000,40710,37.9,40.5,37.9,40.5,17000,40930,52.0,52.0,13.00,7.00,"6.00",".00",2.50,2.50,.00,.00,.00,.00,2,44.0,44.0,.0,.0,36.0,36.0,.0,.0,2.50,.00,100.0,3,.4,13.2,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40880,"17400230010","0","0",4,23,"主要地方道富来中島線"
"17400230020","0","1",4,23,"主要地方道富来中島線",1,"17400510090","0","主要地方道輪島富来線","",6,"","","志賀町・七尾市境","",1,2,17384,0,0,0,"","3.8",0,0,0,"17400230020",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".23",17000,40730,1529,1911,17000,42010,1,"47.6",1,"45.2",1,"48.4",1,"42.3","48.1","43.5",17000,40720,51.5,46.5,51.5,46.5,17000,40940,100.0,100.0,8.75,8.75,"6.50",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,1.3,,,2,40,2,2,5,8,,4,2,1,2,4,17000,40890,"17400230020","0","1",4,23,"主要地方道富来中島線"
"17400230025","0","0",4,23,"主要地方道富来中島線",6,"","","志賀町・七尾市境","",2,"17400230090","0","主要地方道富来中島線","",1,2,17202,0,0,0,"","2.8",0,0,0,"17400230030",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",17000,40730,1529,1911,17000,42010,1,"51.7",1,"42.7",1,"51.2",1,"47.0","51.4","45.1",17000,40720,51.5,46.5,51.5,46.5,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40900,"17400230025","0","0",4,23,"主要地方道富来中島線"
"17400230030","1","0",4,23,"主要地方道富来中島線",2,"17400230090","0","主要地方道富来中島線","",1,"17601920020","0","一般県道河内藤瀬線","",1,2,17202,0,0,0,"",".5",0,0,0,"17400230030",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",17000,40730,1529,1911,17000,42020,3,"51.5",3,"46.5",3,"51.5",3,"46.5","51.5","46.5",17000,40720,51.5,46.5,51.5,46.5,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40900,"17400230030","1","0",4,23,"主要地方道富来中島線"
"17400230035","0","0",4,23,"主要地方道富来中島線",1,"17601920020","0","一般県道河内藤瀬線","",1,"17400230090","0","主要地方道富来中島線","",1,2,17202,0,0,0,"",".1",0,0,0,"17400230040",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",17000,40730,1529,1911,17000,42020,1,"36.3",1,"36.4",1,"34.6",1,"32.5","35.3","34.0",17000,40720,51.5,46.5,51.5,46.5,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40900,"17400230035","0","0",4,23,"主要地方道富来中島線"
"17400230040","1","0",4,23,"主要地方道富来中島線",1,"17400230090","0","主要地方道富来中島線","",1,"17400010150","0","主要地方道七尾輪島線","",1,2,17202,0,0,0,"","3.0",0,0,0,"17400230040",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",17000,40730,1529,1911,17000,42020,1,"52.4",1,"42.4",1,"52.6",1,"50.0","52.5","46.5",17000,40720,51.5,46.5,51.5,46.5,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40900,"17400230040","1","0",4,23,"主要地方道富来中島線"
"17400230050","0","1",4,23,"主要地方道富来中島線",1,"17400010150","0","主要地方道七尾輪島線","",1,"17400480060","0","主要地方道福浦港中島線","",1,2,17202,0,0,0,"","1.6",0,0,0,"17400230050",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",17000,40730,1529,1911,17000,42020,1,"41.3",1,"43.3",1,"43.0",1,"41.4","42.3","42.2",17000,40720,51.5,46.5,51.5,46.5,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40900,"17400230050","0","1",4,23,"主要地方道富来中島線"
"17400230060","0","0",4,23,"主要地方道富来中島線",1,"17400480060","0","主要地方道福浦港中島線","",1,"17602550020","0","一般県道長浦中島線","",1,2,17202,0,0,0,"","1.2",0,0,0,"17400230060",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",17000,40730,1529,1911,17000,42030,1,"37.6",1,"33.3",1,"41.3",1,"34.7","39.7","34.1",17000,40720,51.5,46.5,51.5,46.5,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40900,"17400230060","0","0",4,23,"主要地方道富来中島線"
"17400230070","0","0",4,23,"主要地方道富来中島線",1,"17602550020","0","一般県道長浦中島線","",1,"17302490120","0","一般国道２４９号","",1,2,17202,0,0,0,"",".4",0,0,0,"17400230070",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",17000,40730,1529,1911,17000,42030,1,"31.2",1,"22.4",1,"34.7",1,"24.8","33.2","23.7",17000,40720,51.5,46.5,51.5,46.5,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,40900,"17400230070","0","0",4,23,"主要地方道富来中島線"
"17400230090","0","0",4,23,"主要地方道富来中島線",1,"17400230025","0","主要地方道富来中島線","",1,"17400230035","0","主要地方道富来中島線","",1,2,17202,0,0,0,"",".5",0,0,0,"",17000,40760,"","",2,0,0,,1357,159,1516,1592,227,1819,"1.20","12.6","10.5",".30",,,,,17000,42030,1,"60.8",1,"51.6",1,"59.6",1,"55.4","60.1","53.8",,,,,,,17000,40950,65.3,65.3,6.20,6.20,"5.20",".00",.00,.00,.00,.00,.00,.00,2,35.6,35.6,.0,.0,.0,.0,.0,.0,2.00,.00,95.0,3,.3,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,,,"17400230090","0","0",4,23,"主要地方道富来中島線"
"17400250010","0","0",4,25,"主要地方道金沢美川小松線",1,"17301570030","0","一般国道１５７号","",1,"17601460030","0","一般県道金沢停車場南線","",1,2,17201,0,0,0,"","1.0",0,0,0,"17400250010",17000,40770,"17400250030","金沢市入江２丁目",1,0,1,20151006,18023,1097,19120,22367,2680,25047,"1.31","8.8","5.7",".73",17000,40740,20722,26524,17000,42040,1,"9.0",1,"11.9",1,"16.8",1,"16.6","12.9","14.6",17000,40730,19.2,19.1,23.8,22.6,17000,40960,93.8,93.8,25.25,18.25,"14.25","2.50",3.50,3.50,.00,.00,5.25,5.00,4,72.9,72.9,.0,.0,70.8,70.8,.0,.0,3.75,.00,100.0,1,4.4,4.2,43,1,2,50,2,2,1,6,,4,1,1,2,4,17000,40910,"17400250010","0","0",4,25,"主要地方道金沢美川小松線"
"17400250020","0","0",4,25,"主要地方道金沢美川小松線",1,"17601460030","0","一般県道金沢停車場南線","",1,"17800030030","0","市道中橋八日市線","",1,2,17201,0,0,0,"",".9",0,0,0,"17400250020",17000,40770,"17400250030","金沢市入江２丁目",1,0,1,20151006,18023,1097,19120,22367,2680,25047,"1.31","8.8","5.7",".73",17000,40740,20722,26524,17000,42050,1,"13.4",1,"24.1",1,"21.9",1,"23.3","17.9","23.6",17000,40730,19.2,19.1,23.8,22.6,17000,40960,93.8,93.8,25.25,18.25,"14.25","2.50",3.50,3.50,.00,.00,5.25,5.00,4,72.9,72.9,.0,.0,70.8,70.8,.0,.0,3.75,.00,100.0,1,4.4,4.2,43,1,2,50,2,2,1,6,,4,1,1,2,4,17000,40910,"17400250020","0","0",4,25,"主要地方道金沢美川小松線"
"17400250030","0","0",4,25,"主要地方道金沢美川小松線",1,"17800030030","0","市道中橋八日市線","",1,"17800050030","0","市道疋田御経塚線","",1,2,17201,0,0,0,"",".6",0,0,0,"17400250030",17000,40770,"17400250030","金沢市入江２丁目",1,0,1,20151006,18023,1097,19120,22367,2680,25047,"1.31","8.8","5.7",".73",17000,40740,20722,26524,17000,42060,1,"20.6",1,"22.1",1,"22.8",1,"22.4","22.0","22.3",17000,40730,19.2,19.1,23.8,22.6,17000,40960,93.8,93.8,25.25,18.25,"14.25","2.50",3.50,3.50,.00,.00,5.25,5.00,4,72.9,72.9,.0,.0,70.8,70.8,.0,.0,3.75,.00,100.0,1,4.4,4.2,43,1,2,50,2,2,1,6,,4,1,1,2,4,17000,40910,"17400250030","0","0",4,25,"主要地方道金沢美川小松線"
"17400250040","0","0",4,25,"主要地方道金沢美川小松線",1,"17800050030","0","市道疋田御経塚線","",1,"17601970040","0","一般県道寺中西金沢線","",1,2,17201,0,0,0,"","1.6",0,0,0,"17400250040",17000,40770,"17400250030","金沢市入江２丁目",1,0,1,20151006,18023,1097,19120,22367,2680,25047,"1.31","8.8","5.7",".73",17000,40740,20722,26524,17000,42070,1,"27.9",1,"27.2",1,"30.8",1,"29.5","29.7","28.7",17000,40730,19.2,19.1,23.8,22.6,17000,40960,93.8,93.8,25.25,18.25,"14.25","2.50",3.50,3.50,.00,.00,5.25,5.00,4,72.9,72.9,.0,.0,70.8,70.8,.0,.0,3.75,.00,100.0,1,4.4,4.2,43,1,2,50,2,2,1,6,,4,1,1,2,4,17000,40910,"17400250040","0","0",4,25,"主要地方道金沢美川小松線"
"17400250050","0","0",4,25,"主要地方道金沢美川小松線",1,"17601970040","0","一般県道寺中西金沢線","",2,"17800250010","0","市道古府町南線","",1,2,17201,0,0,0,"",".1",0,0,0,"17400250050",17000,40770,"17400250030","金沢市入江２丁目",1,0,1,20151006,18023,1097,19120,22367,2680,25047,"1.31","8.8","5.7",".73",17000,40740,20722,26524,17000,42080,1,"11.8",1,"22.1",1,"14.4",1,"27.6","13.4","25.5",17000,40730,19.2,19.1,23.8,22.6,17000,40960,93.8,93.8,25.25,18.25,"14.25","2.50",3.50,3.50,.00,.00,5.25,5.00,4,72.9,72.9,.0,.0,70.8,70.8,.0,.0,3.75,.00,100.0,1,4.4,4.2,43,1,2,50,2,2,1,6,,4,1,1,2,4,17000,40910,"17400250050","0","0",4,25,"主要地方道金沢美川小松線"
"17400250060","0","0",4,25,"主要地方道金沢美川小松線",2,"17800250010","0","市道古府町南線","",1,"17601960020","0","一般県道上安原昭和町線","",1,2,17201,0,0,0,"",".5",0,0,0,"17400250060",17000,40770,"17400250030","金沢市入江２丁目",1,0,1,20151006,18023,1097,19120,22367,2680,25047,"1.31","8.8","5.7",".73",17000,40740,20722,26524,17000,42090,1,"13.4",1,"7.3",1,"20.2",1,"16.0","17.2","11.4",17000,40730,19.2,19.1,23.8,22.6,17000,40960,93.8,93.8,25.25,18.25,"14.25","2.50",3.50,3.50,.00,.00,5.25,5.00,4,72.9,72.9,.0,.0,70.8,70.8,.0,.0,3.75,.00,100.0,1,4.4,4.2,43,1,2,50,2,2,1,6,,4,1,1,2,4,17000,40910,"17400250060","0","0",4,25,"主要地方道金沢美川小松線"
